label;image;mask;distraction;distraction_size;distraction_position;quality;width;invert_mask
1;DSO-1/splicing/splicing-21.png;DSO-1/masks/splicing-21.png;hexagon.png;4.571810147273399;(99.01144974760521, 64.77821703294005);95;1536;True
1;DSO-1/splicing/splicing-71.png;DSO-1/masks/splicing-71.png;company.png;5.29634145882039;(32.386338033438086, 95.44361458365671);92;1536;True
1;DSO-1/splicing/splicing-07.png;DSO-1/masks/splicing-07.png;bird.png;8.012500861586094;(88.64913398702711, 98.25426099539096);95;1536;True
1;DSO-1/splicing/splicing-57.png;DSO-1/masks/splicing-57.png;snake.png;10.903458902123283;(55.233489946602674, 3.647717199661571);95;1536;True
1;DSO-1/splicing/splicing-83.png;DSO-1/masks/splicing-83.png;SH.png;6.470492265445125;(70.0173216783391, 47.50102971507877);93;1536;True
1;DSO-1/splicing/splicing-45.png;DSO-1/masks/splicing-45.png;hexagon.png;5.134377669124789;(46.6960557825699, 97.1998257798269);87;1536;True
1;DSO-1/splicing/splicing-06.png;DSO-1/masks/splicing-06.png;company.png;11.337320944269209;(37.33044294361676, 54.930134033964606);93;1536;True
1;DSO-1/splicing/splicing-92.png;DSO-1/masks/splicing-92.png;A.png;11.72812318906605;(63.306300582749984, 6.43741953468453);85;1536;True
1;DSO-1/splicing/splicing-69.png;DSO-1/masks/splicing-69.png;DMK.png;4.741494279564123;(19.692133653350496, 59.58658873868694);88;1536;True
1;DSO-1/splicing/splicing-27.png;DSO-1/masks/splicing-27.png;A.png;11.274895512119443;(15.07112820316271, 17.258456620054442);95;1536;True
1;DSO-1/splicing/splicing-28.png;DSO-1/masks/splicing-28.png;DMK.png;7.632252751540927;(13.886059451289434, 78.16887902370749);92;1536;True
1;DSO-1/splicing/splicing-41.png;DSO-1/masks/splicing-41.png;toekan.png;8.068470987560714;(48.70864955780528, 76.50773627350496);94;1536;True
1;DSO-1/splicing/splicing-34.png;DSO-1/masks/splicing-34.png;hexagon.png;10.130119380752966;(13.77483764835593, 60.29655420763312);89;1536;True
1;DSO-1/splicing/splicing-52.png;DSO-1/masks/splicing-52.png;A.png;7.354110175329946;(63.551175465867956, 78.09669389257175);87;1536;True
1;DSO-1/splicing/splicing-12.png;DSO-1/masks/splicing-12.png;snake.png;10.733111873623084;(46.88747766949094, 31.900106572650543);94;1536;True
1;DSO-1/splicing/splicing-23.png;DSO-1/masks/splicing-23.png;DMK.png;8.357543396290568;(95.67794249228776, 87.7274744120334);86;1536;True
1;DSO-1/splicing/splicing-22.png;DSO-1/masks/splicing-22.png;company.png;11.214854023147684;(43.956557544745955, 23.27264221813565);87;1536;True
1;DSO-1/splicing/splicing-31.png;DSO-1/masks/splicing-31.png;toekan.png;10.577389082947095;(38.46364094065954, 59.77061524035656);87;1536;True
1;DSO-1/splicing/splicing-36.png;DSO-1/masks/splicing-36.png;company.png;6.4328039700899975;(59.26275436987123, 95.95307860822997);94;1536;True
1;DSO-1/splicing/splicing-15.png;DSO-1/masks/splicing-15.png;toekan.png;4.742684564680814;(44.138581267654494, 43.569622623883966);88;1536;True
1;DSO-1/splicing/splicing-46.png;DSO-1/masks/splicing-46.png;A.png;11.173639438524038;(56.11024068874181, 94.56291352894637);85;1536;True
1;DSO-1/splicing/splicing-42.png;DSO-1/masks/splicing-42.png;DMK.png;5.173535057613025;(60.86397767848178, 5.285136624770848);87;1536;True
1;DSO-1/splicing/splicing-50.png;DSO-1/masks/splicing-50.png;A.png;5.377676092840125;(64.2219121326031, 94.99853985301327);89;1536;True
1;DSO-1/splicing/splicing-47.png;DSO-1/masks/splicing-47.png;A.png;6.780237476409108;(10.199200765948568, 13.49427732324603);92;1536;True
1;DSO-1/splicing/splicing-38.png;DSO-1/masks/splicing-38.png;sunrise.png;6.097032227926083;(20.99358252047131, 89.1221474767143);85;1536;True
1;DSO-1/splicing/splicing-44.png;DSO-1/masks/splicing-44.png;A.png;4.911534431041523;(72.13299936617138, 54.591799359453795);92;1536;True
1;DSO-1/splicing/splicing-02.png;DSO-1/masks/splicing-02.png;toekan.png;7.848907807916791;(92.35437026424528, 84.09161883531377);86;1536;True
1;DSO-1/splicing/splicing-76.png;DSO-1/masks/splicing-76.png;hexagon.png;6.303083638582257;(82.91821691269708, 5.63555945965949);88;1536;True
1;DSO-1/splicing/splicing-67.png;DSO-1/masks/splicing-67.png;snake.png;9.505500630608566;(94.17715777797171, 57.49150682814933);86;1536;True
1;DSO-1/splicing/splicing-84.png;DSO-1/masks/splicing-84.png;snake.png;6.205579159868664;(94.79433171340031, 97.82103207645953);93;1536;True
1;DSO-1/splicing/splicing-96.png;DSO-1/masks/splicing-96.png;hexagon.png;8.579137057635796;(38.35781379973054, 62.066009763751126);95;1536;True
1;DSO-1/splicing/splicing-72.png;DSO-1/masks/splicing-72.png;hexagon.png;7.173686511475136;(7.5505873158433605, 24.072378941288175);95;1536;True
1;DSO-1/splicing/splicing-70.png;DSO-1/masks/splicing-70.png;hexagon.png;5.353908815964919;(33.78792703762412, 7.708155143234663);93;1536;True
1;DSO-1/splicing/splicing-03.png;DSO-1/masks/splicing-03.png;company.png;6.137462236884701;(74.87949400144323, 43.55643316358335);95;1536;True
1;DSO-1/splicing/splicing-62.png;DSO-1/masks/splicing-62.png;DMK.png;8.308039666918317;(14.411854285116622, 9.317946124711652);90;1536;True
1;DSO-1/splicing/splicing-54.png;DSO-1/masks/splicing-54.png;snake.png;5.609598361684086;(71.77290027972, 39.5247060706021);94;1536;True
1;DSO-1/splicing/splicing-94.png;DSO-1/masks/splicing-94.png;SH.png;4.821869090082015;(8.799060456637598, 78.72253262664023);85;1536;True
1;DSO-1/splicing/splicing-90.png;DSO-1/masks/splicing-90.png;snake.png;8.886892940605474;(19.9332339287866, 7.125453155177663);94;1536;True
1;DSO-1/splicing/splicing-11.png;DSO-1/masks/splicing-11.png;toekan.png;5.005453678587129;(77.44018784087615, 78.42214690164833);93;1536;True
1;DSO-1/splicing/splicing-100.png;DSO-1/masks/splicing-100.png;toekan.png;8.10885131830564;(35.71086385487317, 4.231608947856547);94;1536;True
1;DSO-1/splicing/splicing-79.png;DSO-1/masks/splicing-79.png;hexagon.png;8.440604673777997;(13.53933689354071, 18.349416976570264);95;1536;True
1;DSO-1/splicing/splicing-82.png;DSO-1/masks/splicing-82.png;hexagon.png;4.673919525056928;(47.575831933602664, 49.7423585698203);94;1536;True
1;DSO-1/splicing/splicing-93.png;DSO-1/masks/splicing-93.png;hexagon.png;11.027468955659288;(1.4610244217603374, 88.60766889061779);91;1536;True
1;DSO-1/splicing/splicing-55.png;DSO-1/masks/splicing-55.png;toekan.png;10.446897040043567;(25.611749026259123, 17.20135835533585);86;1536;True
1;DSO-1/splicing/splicing-58.png;DSO-1/masks/splicing-58.png;SH.png;7.063292347844426;(85.23755412864097, 22.21530703266017);86;1536;True
1;DSO-1/splicing/splicing-35.png;DSO-1/masks/splicing-35.png;DMK.png;5.3813489460443185;(16.89875228738401, 89.40402678455803);92;1536;True
1;DSO-1/splicing/splicing-77.png;DSO-1/masks/splicing-77.png;h.png;8.872252522453579;(88.95513912209697, 95.37739832394662);93;1536;True
1;DSO-1/splicing/splicing-16.png;DSO-1/masks/splicing-16.png;SH.png;6.6477661307631335;(79.552221092335, 96.19025399959219);89;1536;True
1;DSO-1/splicing/splicing-73.png;DSO-1/masks/splicing-73.png;snake.png;10.119538179556233;(18.307833149661292, 37.108994383848106);93;1536;True
1;DSO-1/splicing/splicing-01.png;DSO-1/masks/splicing-01.png;hexagon.png;4.107646336184574;(4.235245826325407, 10.234046909858552);93;1536;True
1;DSO-1/splicing/splicing-99.png;DSO-1/masks/splicing-99.png;snake.png;11.450411619526868;(18.938609335774515, 27.015441451409018);88;1536;True
1;DSO-1/splicing/splicing-39.png;DSO-1/masks/splicing-39.png;h.png;8.755540796655719;(38.39089727581552, 64.8316457518196);93;1536;True
1;DSO-1/splicing/splicing-17.png;DSO-1/masks/splicing-17.png;A.png;4.454354723305729;(75.76402737083868, 0.6316804058669745);86;1536;True
1;DSO-1/splicing/splicing-74.png;DSO-1/masks/splicing-74.png;SH.png;6.731167140898586;(44.203098441792235, 97.42525212402826);87;1536;True
1;DSO-1/splicing/splicing-20.png;DSO-1/masks/splicing-20.png;h.png;4.788675508818972;(73.41689597184113, 27.47991797111069);91;1536;True
1;DSO-1/splicing/splicing-49.png;DSO-1/masks/splicing-49.png;DMK.png;8.220854165856508;(43.6363828937389, 70.52562748351671);93;1536;True
1;DSO-1/splicing/splicing-53.png;DSO-1/masks/splicing-53.png;company.png;5.65063184456446;(64.0122565768597, 35.91132734559446);95;1536;True
1;DSO-1/splicing/splicing-05.png;DSO-1/masks/splicing-05.png;sunrise.png;7.820709248808895;(34.4136853282484, 4.116651735653976);89;1536;True
1;DSO-1/splicing/splicing-86.png;DSO-1/masks/splicing-86.png;snake.png;11.629239796473687;(13.702283983498631, 25.666322174571466);88;1536;True
1;DSO-1/splicing/splicing-97.png;DSO-1/masks/splicing-97.png;toekan.png;11.88136237040737;(91.61829643899281, 42.219442584889386);86;1536;True
1;DSO-1/splicing/splicing-65.png;DSO-1/masks/splicing-65.png;SH.png;7.295984445899088;(89.45701403838531, 16.723440648002686);91;1536;True
1;DSO-1/splicing/splicing-68.png;DSO-1/masks/splicing-68.png;h.png;4.3671876843366375;(10.985865657616255, 91.96179822895033);94;1536;True
1;DSO-1/splicing/splicing-10.png;DSO-1/masks/splicing-10.png;snake.png;9.688747553665497;(60.174071490647805, 39.480719321275416);87;1536;True
1;DSO-1/splicing/splicing-48.png;DSO-1/masks/splicing-48.png;SH.png;8.00595611561584;(9.137671223511889, 36.393498611090756);94;1536;True
1;DSO-1/splicing/splicing-33.png;DSO-1/masks/splicing-33.png;h.png;9.335746761834521;(8.538995052685937, 84.61120231786208);93;1536;True
1;DSO-1/splicing/splicing-25.png;DSO-1/masks/splicing-25.png;hexagon.png;4.6879490712510545;(0.9014995346603549, 57.747300257150314);93;1536;True
1;DSO-1/splicing/splicing-85.png;DSO-1/masks/splicing-85.png;hexagon.png;10.934386970789038;(14.633045093030184, 73.95874113792257);95;1536;True
1;DSO-1/splicing/splicing-08.png;DSO-1/masks/splicing-08.png;h.png;9.376299949748324;(45.642104953537064, 67.61221966730503);91;1536;True
1;DSO-1/splicing/splicing-63.png;DSO-1/masks/splicing-63.png;hexagon.png;9.532284015367825;(27.100533995983266, 30.020151933706586);88;1536;True
1;DSO-1/splicing/splicing-19.png;DSO-1/masks/splicing-19.png;snake.png;4.920664853666199;(96.35789563941583, 13.398169235257928);85;1536;True
1;DSO-1/splicing/splicing-64.png;DSO-1/masks/splicing-64.png;SH.png;9.90199272940723;(63.76746827426986, 67.85697764753498);95;1536;True
1;DSO-1/splicing/splicing-66.png;DSO-1/masks/splicing-66.png;snake.png;11.093182937508741;(32.6708785868149, 31.69754319715934);91;1536;True
1;DSO-1/splicing/splicing-30.png;DSO-1/masks/splicing-30.png;h.png;6.453011968163779;(87.23543019502884, 45.2703485065157);90;1536;True
1;DSO-1/splicing/splicing-89.png;DSO-1/masks/splicing-89.png;SH.png;4.851183099816268;(1.9120323804882267, 60.49004690774794);94;1536;True
1;DSO-1/splicing/splicing-95.png;DSO-1/masks/splicing-95.png;hexagon.png;10.77224115864999;(47.712564829070104, 53.04833008414156);90;1536;True
1;DSO-1/splicing/splicing-13.png;DSO-1/masks/splicing-13.png;h.png;6.782004214652666;(9.026295822012997, 59.74423860363775);94;1536;True
1;DSO-1/splicing/splicing-37.png;DSO-1/masks/splicing-37.png;SH.png;5.027173677734912;(1.0884144217694014, 96.07017697481699);93;1536;True
1;DSO-1/splicing/splicing-43.png;DSO-1/masks/splicing-43.png;A.png;7.208864791579426;(86.52474750386837, 38.87174219777012);94;1536;True
1;DSO-1/splicing/splicing-98.png;DSO-1/masks/splicing-98.png;snake.png;5.493601844704194;(48.388648663984334, 14.147222357401423);92;1536;True
1;DSO-1/splicing/splicing-80.png;DSO-1/masks/splicing-80.png;h.png;5.462245809368767;(61.86930414570189, 90.18419480634034);90;1536;True
1;DSO-1/splicing/splicing-81.png;DSO-1/masks/splicing-81.png;company.png;10.655739607745932;(83.08855391739468, 85.8911653375317);92;1536;True
1;DSO-1/splicing/splicing-14.png;DSO-1/masks/splicing-14.png;snake.png;9.14923548108213;(7.942674789890258, 39.07325699580324);87;1536;True
1;DSO-1/splicing/splicing-88.png;DSO-1/masks/splicing-88.png;company.png;7.909426071343717;(88.06033267466898, 80.78281361858174);89;1536;True
1;DSO-1/splicing/splicing-04.png;DSO-1/masks/splicing-04.png;A.png;10.693938014939027;(81.87179668710266, 93.35725643153465);91;1536;True
1;DSO-1/splicing/splicing-56.png;DSO-1/masks/splicing-56.png;sunrise.png;7.263545306305663;(55.72093320273608, 59.557834789088204);89;1536;True
1;DSO-1/splicing/splicing-26.png;DSO-1/masks/splicing-26.png;bird.png;11.61811784050792;(8.705232073285208, 48.716285225092705);88;1536;True
1;DSO-1/splicing/splicing-75.png;DSO-1/masks/splicing-75.png;A.png;7.313038056345684;(53.61655956197844, 85.41834654713882);86;1536;True
1;DSO-1/splicing/splicing-87.png;DSO-1/masks/splicing-87.png;SH.png;9.3605757637446;(8.141641048802484, 20.527002802004844);91;1536;True
1;DSO-1/splicing/splicing-51.png;DSO-1/masks/splicing-51.png;sunrise.png;5.074143128629226;(33.04931236081049, 51.36086398394798);88;1536;True
1;DSO-1/splicing/splicing-78.png;DSO-1/masks/splicing-78.png;company.png;7.5820604998307415;(8.900079058112198, 0.9945573317761802);88;1536;True
1;DSO-1/splicing/splicing-09.png;DSO-1/masks/splicing-09.png;sunrise.png;5.213419899053535;(2.85998570237177, 48.71098237493958);91;1536;True
1;DSO-1/splicing/splicing-61.png;DSO-1/masks/splicing-61.png;DMK.png;10.57307092653729;(52.981443147830845, 70.49548083261958);87;1536;True
1;DSO-1/splicing/splicing-29.png;DSO-1/masks/splicing-29.png;company.png;4.02925752832627;(5.132114502766982, 8.721633438802169);87;1536;True
1;DSO-1/splicing/splicing-18.png;DSO-1/masks/splicing-18.png;SH.png;11.041865290740997;(14.596557664430321, 84.59322539807789);88;1536;True
1;DSO-1/splicing/splicing-59.png;DSO-1/masks/splicing-59.png;hexagon.png;6.111420164106001;(3.6234675810170813, 49.84111942074474);94;1536;True
1;DSO-1/splicing/splicing-32.png;DSO-1/masks/splicing-32.png;hexagon.png;4.054435812072213;(15.059320084237427, 89.8603732571222);90;1536;True
1;DSO-1/splicing/splicing-24.png;DSO-1/masks/splicing-24.png;SH.png;10.123203494399675;(74.80185151730916, 30.180485376562103);95;1536;True
