label;image;mask;distraction;distraction_size;distraction_position;quality;width;invert_mask
1;OpenForensics/splicing/d5c0b55fad.jpg;OpenForensics/masks/d5c0b55fad.png;sunrise.png;17.358188211741165;(12.032631610005373, 71.17530786048124);86;1536;False
1;OpenForensics/splicing/b50152681f.jpg;OpenForensics/masks/b50152681f.png;toekan.png;17.54473213820783;(1.9317549333128459, 12.269813750149794);90;1536;False
1;OpenForensics/splicing/895d865260.jpg;OpenForensics/masks/895d865260.png;A.png;16.292978969848438;(11.946024412109235, 78.49094765362207);94;1536;False
1;OpenForensics/splicing/2e5ea864b5.jpg;OpenForensics/masks/2e5ea864b5.png;A.png;18.99712302879903;(75.31482652216282, 5.631769618126925);94;1536;False
1;OpenForensics/splicing/c5ac29bafc.jpg;OpenForensics/masks/c5ac29bafc.png;company.png;17.410731057758433;(48.367078279400644, 20.556914113917045);93;1536;False
1;OpenForensics/splicing/fb99d41f51.jpg;OpenForensics/masks/fb99d41f51.png;toekan.png;23.99505631715882;(32.590164683875244, 75.50542518582229);92;1536;False
1;OpenForensics/splicing/11a6b672a2.jpg;OpenForensics/masks/11a6b672a2.png;DMK.png;13.777229693136832;(68.24524111696446, 55.80315291510093);86;1536;False
1;OpenForensics/splicing/ecc3ed631c.jpg;OpenForensics/masks/ecc3ed631c.png;sunrise.png;23.389534962259052;(77.7350170583921, 21.549144842151623);89;1536;False
1;OpenForensics/splicing/5dde4e515c.jpg;OpenForensics/masks/5dde4e515c.png;snake.png;22.992085086058808;(69.06460483826328, 50.281582156373084);95;1536;False
1;OpenForensics/splicing/c922327e5f.jpg;OpenForensics/masks/c922327e5f.png;snake.png;20.39247843457678;(78.02582672060265, 97.34586546079733);92;1536;False
1;OpenForensics/splicing/55a79cfe07.jpg;OpenForensics/masks/55a79cfe07.png;company.png;22.654078533434575;(52.74988201357602, 51.147460880463015);86;1536;False
1;OpenForensics/splicing/e9140e9894.jpg;OpenForensics/masks/e9140e9894.png;hexagon.png;22.949454012862944;(9.341615776205769, 52.26159177987425);90;1536;False
1;OpenForensics/splicing/97908daf2d.jpg;OpenForensics/masks/97908daf2d.png;bird.png;23.13157323691128;(45.39104465176964, 6.595866582714538);89;1536;False
1;OpenForensics/splicing/162a9f41df.jpg;OpenForensics/masks/162a9f41df.png;company.png;13.563378242469426;(90.66259891012886, 87.30333902449675);95;1536;False
1;OpenForensics/splicing/7b2909ab10.jpg;OpenForensics/masks/7b2909ab10.png;SH.png;19.41575708450059;(37.72605997126871, 18.47074506044337);93;1536;False
