label;image;mask;distraction;distraction_size;distraction_position;quality;width;invert_mask
1;DSO-1/splicing/splicing-21.png;DSO-1/masks/splicing-21.png;hexagon.png;13.08315982991812;(99.01144974760521, 64.77821703294005);95;1536;True
1;DSO-1/splicing/splicing-71.png;DSO-1/masks/splicing-71.png;company.png;16.660705271162605;(32.386338033438086, 95.44361458365671);92;1536;True
1;DSO-1/splicing/splicing-07.png;DSO-1/masks/splicing-07.png;bird.png;12.70130196776692;(88.64913398702711, 98.25426099539096);95;1536;True
1;DSO-1/splicing/splicing-57.png;DSO-1/masks/splicing-57.png;snake.png;19.760339554511553;(55.233489946602674, 3.647717199661571);95;1536;True
1;DSO-1/splicing/splicing-83.png;DSO-1/masks/splicing-83.png;SH.png;15.202492177709495;(70.0173216783391, 47.50102971507877);93;1536;True
1;DSO-1/splicing/splicing-45.png;DSO-1/masks/splicing-45.png;hexagon.png;23.205088301218538;(46.6960557825699, 97.1998257798269);87;1536;True
1;DSO-1/splicing/splicing-06.png;DSO-1/masks/splicing-06.png;company.png;18.3783734345623;(37.33044294361676, 54.930134033964606);93;1536;True
1;DSO-1/splicing/splicing-92.png;DSO-1/masks/splicing-92.png;A.png;19.506322786282855;(63.306300582749984, 6.43741953468453);85;1536;True
1;DSO-1/splicing/splicing-69.png;DSO-1/masks/splicing-69.png;DMK.png;22.189203027573345;(19.692133653350496, 59.58658873868694);88;1536;True
1;DSO-1/splicing/splicing-27.png;DSO-1/masks/splicing-27.png;A.png;19.623263837874752;(15.07112820316271, 17.258456620054442);95;1536;True
1;DSO-1/splicing/splicing-28.png;DSO-1/masks/splicing-28.png;DMK.png;18.960212232196522;(13.886059451289434, 78.16887902370749);92;1536;True
1;DSO-1/splicing/splicing-41.png;DSO-1/masks/splicing-41.png;toekan.png;15.731462228366233;(48.70864955780528, 76.50773627350496);94;1536;True
1;DSO-1/splicing/splicing-34.png;DSO-1/masks/splicing-34.png;hexagon.png;13.59706680158101;(13.77483764835593, 60.29655420763312);89;1536;True
1;DSO-1/splicing/splicing-52.png;DSO-1/masks/splicing-52.png;A.png;22.920548913200264;(63.551175465867956, 78.09669389257175);87;1536;True
1;DSO-1/splicing/splicing-12.png;DSO-1/masks/splicing-12.png;snake.png;12.201103245191355;(46.88747766949094, 31.900106572650543);94;1536;True
1;DSO-1/splicing/splicing-23.png;DSO-1/masks/splicing-23.png;DMK.png;22.782020552967527;(95.67794249228776, 87.7274744120334);86;1536;True
1;DSO-1/splicing/splicing-22.png;DSO-1/masks/splicing-22.png;company.png;19.300948708717115;(43.956557544745955, 23.27264221813565);87;1536;True
1;DSO-1/splicing/splicing-31.png;DSO-1/masks/splicing-31.png;toekan.png;22.330538430754547;(38.46364094065954, 59.77061524035656);87;1536;True
1;DSO-1/splicing/splicing-36.png;DSO-1/masks/splicing-36.png;company.png;21.25537598180822;(59.26275436987123, 95.95307860822997);94;1536;True
1;DSO-1/splicing/splicing-15.png;DSO-1/masks/splicing-15.png;toekan.png;19.296316028607684;(44.138581267654494, 43.569622623883966);88;1536;True
1;DSO-1/splicing/splicing-46.png;DSO-1/masks/splicing-46.png;A.png;23.939595476559052;(56.11024068874181, 94.56291352894637);85;1536;True
1;DSO-1/splicing/splicing-42.png;DSO-1/masks/splicing-42.png;DMK.png;19.283918662890507;(60.86397767848178, 5.285136624770848);87;1536;True
1;DSO-1/splicing/splicing-50.png;DSO-1/masks/splicing-50.png;A.png;17.633090035246695;(64.2219121326031, 94.99853985301327);89;1536;True
1;DSO-1/splicing/splicing-47.png;DSO-1/masks/splicing-47.png;A.png;22.174974432932903;(10.199200765948568, 13.49427732324603);92;1536;True
1;DSO-1/splicing/splicing-38.png;DSO-1/masks/splicing-38.png;sunrise.png;18.336994893604004;(20.99358252047131, 89.1221474767143);85;1536;True
1;DSO-1/splicing/splicing-44.png;DSO-1/masks/splicing-44.png;A.png;21.524026764270303;(72.13299936617138, 54.591799359453795);92;1536;True
1;DSO-1/splicing/splicing-02.png;DSO-1/masks/splicing-02.png;toekan.png;22.408350160409398;(92.35437026424528, 84.09161883531377);86;1536;True
1;DSO-1/splicing/splicing-76.png;DSO-1/masks/splicing-76.png;hexagon.png;23.63339702187697;(82.91821691269708, 5.63555945965949);88;1536;True
1;DSO-1/splicing/splicing-67.png;DSO-1/masks/splicing-67.png;snake.png;21.532103482912127;(94.17715777797171, 57.49150682814933);86;1536;True
1;DSO-1/splicing/splicing-84.png;DSO-1/masks/splicing-84.png;snake.png;22.173308858170877;(94.79433171340031, 97.82103207645953);93;1536;True
1;DSO-1/splicing/splicing-96.png;DSO-1/masks/splicing-96.png;hexagon.png;12.285592834539884;(38.35781379973054, 62.066009763751126);95;1536;True
1;DSO-1/splicing/splicing-72.png;DSO-1/masks/splicing-72.png;hexagon.png;19.968329604461537;(7.5505873158433605, 24.072378941288175);95;1536;True
1;DSO-1/splicing/splicing-70.png;DSO-1/masks/splicing-70.png;hexagon.png;13.532440198058;(33.78792703762412, 7.708155143234663);93;1536;True
1;DSO-1/splicing/splicing-03.png;DSO-1/masks/splicing-03.png;company.png;22.777656517474025;(74.87949400144323, 43.55643316358335);95;1536;True
