label;image;mask;distraction;distraction_size;distraction_position;quality;width;invert_mask
1;IMD2020/splicing/c979s43_0.jpg;IMD2020/masks/c979s43_0_mask.png;sunrise.png;17.079961444720013;(94.59306785449627, 69.1145582656764);94;1536;False
1;IMD2020/splicing/c9o0hnh_0.jpg;IMD2020/masks/c9o0hnh_0_mask.png;toekan.png;18.695131364862586;(41.95692635907837, 83.99654268278422);88;1536;False
1;IMD2020/splicing/c9f0n0z_0.jpg;IMD2020/masks/c9f0n0z_0_mask.png;DMK.png;16.00089945337359;(96.60478844828202, 98.15533248403376);90;1536;False
1;IMD2020/splicing/c9pmrb5_0.jpg;IMD2020/masks/c9pmrb5_0_mask.png;company.png;13.271265364178372;(16.537954773991604, 96.56990443130718);89;1536;False
1;IMD2020/splicing/c8vi1sj_0.png;IMD2020/masks/c8vi1sj_0_mask.png;hexagon.png;18.702522272368725;(62.18266123141818, 37.2483324677388);93;1536;False
1;IMD2020/splicing/c9j64u7_0.jpg;IMD2020/masks/c9j64u7_0_mask.png;hexagon.png;13.399400793112488;(93.13258399379633, 87.92503956865102);88;1536;False
1;IMD2020/splicing/c9rci56_0.jpg;IMD2020/masks/c9rci56_0_mask.png;A.png;21.3427837073579;(25.128923491034595, 42.65767588490243);88;1536;False
1;IMD2020/splicing/c8ttxcu_0.jpg;IMD2020/masks/c8ttxcu_0_mask.png;SH.png;12.943693165376562;(0.007665661215294772, 55.97836045391895);87;1536;False
1;IMD2020/splicing/c94s1ue_0.jpg;IMD2020/masks/c94s1ue_0_mask.png;hexagon.png;19.259421318134446;(92.44569752583877, 30.191087308351282);89;1536;False
1;IMD2020/splicing/c92hsr5_0.jpg;IMD2020/masks/c92hsr5_0_mask.png;bird.png;18.421006356266936;(40.86145128832512, 94.55665385355947);94;1536;False
1;IMD2020/splicing/c95c3yu_0.png;IMD2020/masks/c95c3yu_0_mask.png;company.png;23.541467147122013;(11.131471294908035, 51.42989757579124);88;1536;False
1;IMD2020/splicing/c9ic90m_0.jpg;IMD2020/masks/c9ic90m_0_mask.png;toekan.png;19.99644205090158;(56.556926243376196, 65.31819342808402);90;1536;False
1;IMD2020/splicing/c9qhgpe_0.jpg;IMD2020/masks/c9qhgpe_0_mask.png;h.png;16.31641510011862;(74.24741809371663, 62.56994875101546);95;1536;False
1;IMD2020/splicing/c8zj217_0.jpg;IMD2020/masks/c8zj217_0_mask.png;snake.png;15.964972773633743;(53.02495920960809, 64.33103236152434);94;1536;False
1;IMD2020/splicing/c9roi3w_0.jpg;IMD2020/masks/c9roi3w_0_mask.png;bird.png;19.652404625808614;(99.21647344775383, 59.799440523112814);93;1536;False
1;IMD2020/splicing/c8v3tc5_0.png;IMD2020/masks/c8v3tc5_0_mask.png;SH.png;12.929321269081447;(84.10164308472585, 8.191933991032707);85;1536;False
1;IMD2020/splicing/c9nvi4n_0.jpg;IMD2020/masks/c9nvi4n_0_mask.png;DMK.png;17.20932544141247;(43.56046107732898, 72.31672530148712);89;1536;False
